nombre,inicia,termina,tipo_via,vel_max,latitud,longitud,geo_shape
Av. Jesus Galindo y Villa,Calzada Ignacio Zaragoza,Eje 1 Sur Fray Servando Teresa de Mier,Arteria principal,50,19.41929665,-99.09919945,"{""type"": ""LineString"", ""coordinates"": [[-99.09955453812998, 19.42168970252305], [-99.09940410361548, 19.42048619534767], [-99.09880758841149, 19.416908953116998]]}"
Abarrotes y Viveres,Eje 4 Oriente Canal Rio Churubusco,Eje 6 Sur Trabajadores Sociales,Arteria principal,50,19.37792275,-99.08665256,"{""type"": ""LineString"", ""coordinates"": [[-99.09609390297459, 19.37881987276827], [-99.09542058304133, 19.379097586468223], [-99.09522672631377, 19.37918817944704], [-99.09467761628581, 19.379269559530098], [-99.09367332520267, 19.379335284385025], [-99.0927948457961, 19.379365121130697], [-99.09042047662264, 19.379303520867243], [-99.08907765514077, 19.379280127733242], [-99.0882059423026, 19.379248364243693], [-99.08542037111906, 19.37921118083328], [-99.08442099467413, 19.379165177442456], [-99.08303138456428, 19.379103577862914], [-99.0827828890452, 19.379066845996725], [-99.08259621407286, 19.378992812275204], [-99.0823253142364, 19.378859556163654], [-99.08209239339843, 19.37867520727631], [-99.08190967561217, 19.378451869339834], [-99.08182053479037, 19.378248643255652], [-99.08172791589026, 19.378124539400286], [-99.0816835848304, 19.377918151740747], [-99.08163338173328, 19.377621229150574], [-99.0817523629983, 19.37521496891662], [-99.08173774531235, 19.374635806836633], [-99.08173774576767, 19.374166959314362], [-99.08175236296809, 19.37397390495013], [-99.08177231038596, 19.37350872842578], [-99.081777161894, 19.373298210214365], [-99.08178692807964, 19.37273283070759], [-99.08176500207526, 19.37234671688155], [-99.0817450542464, 19.37218259378967], [-99.0816263283307, 19.372028541917366], [-99.08147633624827, 19.37191458173424]]}"
Av. Gavilan,Eje 5 Oriente Av. Lic. Javier Rojo Gomez,Av. Ferrocarril San Rafael Atlixco,Arteria principal,50,19.3622631,-99.07886365,"{""type"": ""LineString"", ""coordinates"": [[-99.083108571459, 19.363974176290824], [-99.08256561346325, 19.36357850824439], [-99.0821703034405, 19.363358563241583], [-99.08167363145088, 19.36313861858442], [-99.07971735215713, 19.36247878233584], [-99.0773252171234, 19.36174244064151], [-99.07554125308394, 19.36117822838469], [-99.07492294700648, 19.361015658360962], [-99.07445137322351, 19.360992494813445]]}"
Cumbres de Maltrata,Eje 1 Poniente Av. Cuauhtemoc,Calzada de Tlalpan,Arteria principal,50,19.38701491,-99.14779989,"{""type"": ""LineString"", ""coordinates"": [[-99.14048196478993, 19.377399873237092], [-99.14074129258523, 19.37743828196775], [-99.14078691180582, 19.37743828192315], [-99.1408724482295, 19.377465179390562], [-99.14098079415416, 19.377631940173043], [-99.14175632285537, 19.378621744436856], [-99.14190458601436, 19.37877774536734], [-99.14213268233091, 19.379084368908615], [-99.14257176876103, 19.37974602589348], [-99.14349555962765, 19.381225332004338], [-99.14503137973612, 19.38364289880863], [-99.14537165557522, 19.384178523759935], [-99.1469341180132, 19.386556100993737], [-99.14713958794616, 19.38682344024903], [-99.14809170850734, 19.38806223996108], [-99.15019019848714, 19.390692571374743], [-99.15115390648357, 19.39184366414288], [-99.15129489437004, 19.392053123121908], [-99.15129790418005, 19.392057594069026], [-99.15161010044059, 19.392521406253973], [-99.15210050822034, 19.392887170813452], [-99.15525394513796, 19.395173180474078], [-99.15602199242511, 19.395902588974536]]}"
Av. Pdte Plutarco Elias Calles,Eje 4 Sur Napoleon,Circuito Interior Rio Churubusco,Arteria principal,50,19.3754031,-99.13590957,"{""type"": ""LineString"", ""coordinates"": [[-99.13176412778415, 19.393883156685714], [-99.13233469891232, 19.391290217677035], [-99.13266031020717, 19.390193649658062], [-99.1344386282181, 19.382028211138838], [-99.13449296516822, 19.381778701092692], [-99.1354980015897, 19.377240332552507], [-99.1361369644117, 19.374354881427106], [-99.13751145623091, 19.36822743247783], [-99.13772900162233, 19.367240529119172], [-99.13852422902812, 19.363632842454766], [-99.1394161195262, 19.359586439466856], [-99.14000607785273, 19.356909754007702]]}"
Canal de Miramontes,Circuito Interior Rio Churubusco,Eje 1 Oriente Cerro de las Torres,Arteria principal,50,19.35042446,-99.13586874,"{""type"": ""LineString"", ""coordinates"": [[-99.13724305628334, 19.344273624956177], [-99.13718055133751, 19.345162362948393], [-99.13715199715858, 19.345357478621576], [-99.13708537206497, 19.345657291430616], [-99.1369426047611, 19.346337817199387], [-99.13632870361639, 19.3487267961936], [-99.13564817796991, 19.35135372063691], [-99.13483440277753, 19.35440418953281], [-99.1344536887851, 19.35585090168307], [-99.13440134082745, 19.356098365769753], [-99.1343772262982, 19.35655166911865]]}"
Calzada de las Bombas,Calzada del Hueso,Canal Nacional,Arteria principal,50,19.31021541,-99.11729249,"{""type"": ""LineString"", ""coordinates"": [[-99.13469781812283, 19.308291933951782], [-99.13437654736927, 19.30833009245266], [-99.1341652702027, 19.308385311636254], [-99.13330297814676, 19.308630350833944], [-99.13221917837961, 19.308938330038604], [-99.13117315720324, 19.30921440631083], [-99.12859356374267, 19.309950606552842], [-99.12752981409007, 19.310276876117697], [-99.12628877250465, 19.310619876554846], [-99.12484384582197, 19.310962876212553], [-99.12396625211647, 19.311247314560756], [-99.12395351963701, 19.311250052493286], [-99.12326594987887, 19.311397899543817], [-99.12275180408794, 19.311498289724838], [-99.12253018966159, 19.31151502131922], [-99.12212241853175, 19.31152338671433], [-99.12147530407022, 19.311523386636033], [-99.12072181447368, 19.311506655108865], [-99.12013675187075, 19.311548483850366], [-99.1197821687007, 19.311715800629838], [-99.1192502936354, 19.312025334366766], [-99.11895776297087, 19.312159187004696], [-99.1187361475719, 19.312184284403358], [-99.11802698088535, 19.3121173582588], [-99.11582856459043, 19.311883116726335], [-99.11463184606013, 19.31176599532949], [-99.11320464808597, 19.311422997329487], [-99.11087495526174, 19.3108930404298], [-99.11048322181826, 19.310803925560634], [-99.10797454471087, 19.310218314473147], [-99.10741607563756, 19.310092826693293], [-99.10574953386572, 19.3093064318225], [-99.1002828853034, 19.306599205905325]]}"
Canal Nacional,Anillo Periferico Boulevard Adolfo Ruiz Cortinez,Candelaria Perez,Arteria principal,50,19.30778794,-99.10030586,"{""type"": ""LineString"", ""coordinates"": [[-99.09945588722688, 19.32045810924414], [-99.09964139659004, 19.317886454823768], [-99.0998854659185, 19.31341556858305], [-99.10006641072248, 19.310428651680414], [-99.1001794346627, 19.308733285547582], [-99.1002828853034, 19.306599205905325], [-99.10077430049685, 19.301232035118467], [-99.1008932729226, 19.299950175274322], [-99.10104792288098, 19.298235719359994], [-99.10136925765347, 19.295134666823092]]}"
La Turba,Av. Tlahuac,Heberto Castillo,Arteria principal,50,19.29495446,-99.05981549,"{""type"": ""LineString"", ""coordinates"": [[-99.06340482538067, 19.305660870208946], [-99.06401532682764, 19.303950796205097], [-99.06478336100538, 19.301601716419746], [-99.06410066373418, 19.29985666464408], [-99.06374509226326, 19.298917012909737], [-99.06353174965767, 19.29867538774804], [-99.06348908104628, 19.29855457451719], [-99.0633610754532, 19.298312948371695], [-99.06269260155483, 19.297440406826226], [-99.06264993283258, 19.297279321868963], [-99.06264993329887, 19.297077965211326], [-99.06260726436749, 19.296755794182335], [-99.06228013909883, 19.295386560585165], [-99.06199568163478, 19.29443345923752], [-99.06088629895984, 19.293587745406825], [-99.05809862094667, 19.29149357750731], [-99.05491270146798, 19.28901007500895], [-99.054386456007, 19.288607340681654], [-99.05404510779054, 19.288312002175775], [-99.05380331994664, 19.288244879580603], [-99.05175522867046, 19.287694474598283], [-99.05137121216913, 19.287613926903703], [-99.05051982001268, 19.28755252836437]]}"
Calzada Tlahuac Tulyehualco,Av. Tlahuac,Division del Norte,Arteria principal,50,19.26462677,-99.00768799,"{""type"": ""LineString"", ""coordinates"": [[-99.00472429601919, 19.274141489977634], [-99.00508739614561, 19.2717454022839], [-99.0053938042841, 19.269130794591177], [-99.00544499809632, 19.268935288336845], [-99.005847468562, 19.26758180169163], [-99.00603612755785, 19.26721374649522], [-99.00719323131779, 19.265278473940437], [-99.00832518106702, 19.26337879775379], [-99.00853899322416, 19.262820763797773], [-99.0097967152831, 19.259888085685002], [-99.01007341431793, 19.259223179625423], [-99.01058908007397, 19.257750877806213], [-99.01141917616714, 19.25529305522332]]}"
Av. Chapultepec,Av. Nuevo Leon,Av. Cuauhtemoc,Arteria principal,50,19.25558757,-99.06129958,"{""type"": ""LineString"", ""coordinates"": [[-99.06659651823067, 19.254997034486465], [-99.06592154614428, 19.25526708693268], [-99.06514346193832, 19.255516930693187], [-99.06442248554464, 19.255666836825455], [-99.06320896031285, 19.255852434399163], [-99.06243087667852, 19.255888126517284], [-99.06181697583725, 19.255895264900413], [-99.06131728879569, 19.255866711215365], [-99.06071766518382, 19.25579532753934], [-99.05825492292523, 19.25549551539541], [-99.05592780958332, 19.255195703663006]]}"
Boulevard Nuevo Leon,Jalisco,Orizaba,Arteria principal,50,19.19704336,-99.02381509,"{""type"": ""LineString"", ""coordinates"": [[-99.03399980089287, 19.198074128972408], [-99.03377442141398, 19.198066648713517], [-99.03354177680168, 19.198014687881788], [-99.03254741283716, 19.197753626627318], [-99.03204335949513, 19.197597282744596], [-99.0307057195757, 19.197173729145085], [-99.03021777848582, 19.197113240918586], [-99.02990635123217, 19.197065852363433], [-99.02929872878326, 19.197042069768592], [-99.02899276870934, 19.19703259829619], [-99.02861641567388, 19.197007030692102], [-99.0284152641212, 19.196971489495155], [-99.0281773401157, 19.196978969481037], [-99.02785733579388, 19.196990609852584], [-99.02758860402201, 19.196948208603292], [-99.02667567780091, 19.196813318102024], [-99.02574030259646, 19.196756782167366], [-99.02484982552399, 19.196686113397917], [-99.02422784680303, 19.196653685139303], [-99.02351785092867, 19.196615444125626], [-99.02310364606983, 19.19661128439467], [-99.02174330045389, 19.19652149421893], [-99.0210931401133, 19.196396369236503], [-99.02097306467819, 19.1964018913584], [-99.02084598162875, 19.196401356366824], [-99.02021784701842, 19.196311566890838], [-99.01942464916792, 19.196368101696972], [-99.01883349159814, 19.196424637742567], [-99.01761376303399, 19.196869852743735], [-99.01605729789961, 19.19747053879052], [-99.01402192179492, 19.198262027570003], [-99.01379379206422, 19.198370478498244]]}"
Av. Zacatepetl,Llanura,Camino a Santa Teresa,Arteria principal,50,19.30333674,-99.19309059,"{""type"": ""LineString"", ""coordinates"": [[-99.19387131354858, 19.310022006357553], [-99.19327279087967, 19.304644522621455], [-99.19294983218943, 19.302093965400623], [-99.19226118770798, 19.29665725990167]]}"
Carretera Federal Mexico-Pachuca,Limite Estado de Mexico,Av. Acueducto de Guadalupe,Arteria principal,50,19.50619261,-99.11035151,"{""type"": ""LineString"", ""coordinates"": [[-99.10369057260864, 19.51117257011057], [-99.10382995095235, 19.511074006711752], [-99.1040776815654, 19.510943209484072], [-99.10536043308068, 19.510379873351845], [-99.10573427365587, 19.5101924394337], [-99.10616872960549, 19.50986295547154], [-99.10666782043033, 19.509308663467998], [-99.10727069130621, 19.508363907275573], [-99.10759188761149, 19.50790183755339], [-99.10787093310874, 19.5074388742015], [-99.10814477794659, 19.507008538608602], [-99.10844366151682, 19.50663828568905], [-99.10900561063069, 19.506222382665253], [-99.10981636664167, 19.505790926821774], [-99.1112084382332, 19.505098318075614], [-99.1126696562192, 19.504358901760167], [-99.11391640335471, 19.503780220154113], [-99.11452701068431, 19.503494206727638], [-99.1148655242919, 19.503296367248662], [-99.11579991441626, 19.50276819957954], [-99.1163173836031, 19.502529555620825], [-99.11681322480949, 19.502266092696402], [-99.11729675523056, 19.501904686962636], [-99.11748949050424, 19.50172918290113]]}"
Av. de los Insurgentes Sur,Glorieta de los Insurgentes,Glorieta de los Insurgentes,Arteria principal,50,19.42354208,-99.1625553,"{""type"": ""LineString"", ""coordinates"": [[-99.16312478811084, 19.423064044881485], [-99.16298020735083, 19.423049834398704], [-99.16281840433741, 19.423059352961257], [-99.16268039486133, 19.42310218302534], [-99.16254714496228, 19.42318308442651], [-99.16246624339449, 19.423254468781458], [-99.16237582424623, 19.423401994938274], [-99.16233775258206, 19.423535245126917], [-99.16233299348154, 19.423678012471346], [-99.16232347567055, 19.42378746737826], [-99.16232936996339, 19.423886149673297], [-99.16238058270548, 19.42398258365233], [-99.16244720759956, 19.424073003102155], [-99.16255666330936, 19.42416342214753], [-99.16271898440176, 19.42424932032944]]}"
Av. de los Insurgentes Sur,Anillo Periferico Boulevard Adolfo Ruiz Cortinez,Viaducto Tlalpan,Arteria principal,50,19.28903807,-99.17676144,"{""type"": ""LineString"", ""coordinates"": [[-99.16608241984441, 19.27600835001906], [-99.1668041703811, 19.2774033104589], [-99.1672493400459, 19.278282689843003], [-99.16730625965224, 19.2783996203423], [-99.16745045016789, 19.27862851026083], [-99.16764816606604, 19.278991942062202], [-99.1676565135586, 19.27900317690673], [-99.16781967355521, 19.279206022997855], [-99.16794724315908, 19.279330959659823], [-99.16815685691695, 19.279500006314816], [-99.16945518616053, 19.28007477007521], [-99.17095831956472, 19.28073896212803], [-99.17275961304614, 19.28153960458749], [-99.17419785503172, 19.282175611840113], [-99.1745888343062, 19.282412855686992], [-99.17513341070864, 19.282966423224863], [-99.1753987177737, 19.283427727328483], [-99.17559420700447, 19.28386267103806], [-99.17569616721326, 19.284253649992632], [-99.17572589773621, 19.284548032808058], [-99.17570810058974, 19.28507317098558], [-99.17566621488267, 19.285347873276802], [-99.17555236708333, 19.285705633093446], [-99.17530014913875, 19.286357820426726], [-99.17423501342965, 19.289034768619743], [-99.17410640750157, 19.289357377104643], [-99.17399207483523, 19.289649341542514], [-99.17383941883008, 19.290047141042542], [-99.1737732001489, 19.290251265114453], [-99.17375519644996, 19.290363262461526], [-99.17376129077039, 19.290504956266698], [-99.17378716340166, 19.290650532683934], [-99.17386861595604, 19.290830007778474], [-99.17392640535279, 19.290916563273342], [-99.1739848378977, 19.290985701321805], [-99.17405134858589, 19.291053330546404], [-99.17414695186082, 19.291120353618517], [-99.17425562661906, 19.291185202431056], [-99.17465042055557, 19.291352651061466], [-99.17491985680832, 19.291466621018305], [-99.17693470420924, 19.29232406234143], [-99.17870807133018, 19.29304892716096], [-99.17970428852755, 19.29348618582792], [-99.18178637920612, 19.294366539525257], [-99.1821534222626, 19.29451930193302], [-99.18284794513357, 19.294899659128827], [-99.18294301443875, 19.294957180700425], [-99.18312563600641, 19.29504152951219], [-99.18324168566357, 19.295083214506896], [-99.18334381084505, 19.295115852550847], [-99.18371851220473, 19.295232629976553], [-99.18407999134841, 19.295344946464017], [-99.18442107478961, 19.295481153205326], [-99.18455999901529, 19.29555771020634], [-99.18456621564347, 19.295561430930093], [-99.18456760888206, 19.295562092864067], [-99.1845677755528, 19.295562185780405], [-99.18466638018066, 19.295628439284815], [-99.18474524577618, 19.295700201093254], [-99.18496321149273, 19.29592838793382], [-99.18503354362447, 19.296027431195654], [-99.18520110544355, 19.296396445531663], [-99.18527092279233, 19.296778637754553], [-99.18578757327211, 19.300956339562262], [-99.18599063126396, 19.30286406328226]]}"
Av. Universidad,Eje Central Lazaro Cardenas,Eje 10 Sur Av. Copilco,Arteria principal,50,19.36830171,-99.16613426,"{""type"": ""LineString"", ""coordinates"": [[-99.18389005453989, 19.337442142451252], [-99.1837363805326, 19.3375369904299], [-99.1836512084965, 19.337568036304617], [-99.18343777295217, 19.337678248026915], [-99.18319322825371, 19.337852866291136], [-99.18290969153135, 19.338106048609216], [-99.18260251459176, 19.338464762135462], [-99.18246531809689, 19.338670196642912], [-99.1823339019446, 19.338923453453777], [-99.18216170355815, 19.339402208475434], [-99.18176423713179, 19.3413400421411], [-99.1813412555858, 19.34340498629346], [-99.18064629836582, 19.34699419213872], [-99.18064241678482, 19.34701423712422], [-99.18034667655239, 19.348436741304603], [-99.1801394947552, 19.349269979083566], [-99.17996196873304, 19.349617013607148], [-99.17985162506393, 19.34980788204653], [-99.17931830039863, 19.350276376684256], [-99.17781028004303, 19.35157774390008], [-99.17763741015911, 19.351765535155153], [-99.17751963590426, 19.351946035488766], [-99.17733326023172, 19.35223167206038], [-99.17711144091888, 19.352601478405322], [-99.17674363046841, 19.352827046197447], [-99.17582410572743, 19.353642557834522], [-99.17319426429809, 19.35648814182751], [-99.17271611134407, 19.3571648283297], [-99.17176061783309, 19.35956366964483], [-99.17163107214688, 19.359888896910146], [-99.1713012196635, 19.360519491377488], [-99.17023339370677, 19.36256086812877], [-99.16998840172748, 19.36287867850309], [-99.16979202195897, 19.3631334279497], [-99.16900123040377, 19.364139740116908], [-99.16759538617548, 19.366331034055477], [-99.16730930489386, 19.366776942476882], [-99.16598518851272, 19.36889361343326], [-99.16488482341546, 19.370625543308535], [-99.16238065092469, 19.374566850439898], [-99.16195766891437, 19.37526081034104], [-99.1614611257424, 19.375954767636053], [-99.16113009688947, 19.37647523376372], [-99.16070711560931, 19.377238581675936], [-99.15982437094645, 19.37857443023576], [-99.1592033363878, 19.379150003603698], [-99.1591172540613, 19.379229784145405], [-99.15877611315223, 19.379545950639862], [-99.15820600698686, 19.380448070950195], [-99.15788203370586, 19.38098064660723], [-99.15706878487354, 19.38231752103127], [-99.1568940277497, 19.38273510843804], [-99.15632342427152, 19.38374423716394], [-99.15567885976456, 19.38485345287275], [-99.15430722189218, 19.387213813512282], [-99.15221070482396, 19.390631274400395], [-99.15156703741765, 19.391689457955664], [-99.1512982796747, 19.392048599860306], [-99.15129489437004, 19.392053123121908], [-99.15090497913107, 19.392574164051087], [-99.14887601848544, 19.39474254108682], [-99.14829165014471, 19.39537676914497], [-99.14732512761607, 19.396425744733463], [-99.14621544338819, 19.397658593299155], [-99.14567323422867, 19.39823683552789], [-99.14567282509091, 19.39823728139318]]}"
Camino al Desierto de los Leones,Av. de los Insurgentes Sur,Eje 4 Poniente Av. Revolucion,Arteria principal,50,19.34961357,-99.18862709,"{""type"": ""LineString"", ""coordinates"": [[-99.18654545299664, 19.35038359521151], [-99.18667035690048, 19.350305041549902], [-99.18763975071015, 19.34996205423466], [-99.18790287179695, 19.349883657359243], [-99.18946428692495, 19.349357741080546], [-99.1899420594774, 19.349191146094412], [-99.19011190860854, 19.34909627878321], [-99.19025113633353, 19.348985686754382], [-99.19060948306198, 19.348672430810083], [-99.19061024873805, 19.348671761248568]]}"
Av. San Jeronimo,Anillo Periferico Boulevard Adolfo Lopez Mateos,Guerrero,Arteria principal,50,19.31626598,-99.23874966,"{""type"": ""LineString"", ""coordinates"": [[-99.21071413669743, 19.331308391175657], [-99.21195978472399, 19.33077015724058], [-99.21239879515333, 19.330680927079626], [-99.21292526043045, 19.330553377678257], [-99.21324484497485, 19.330440744519205], [-99.21492058023141, 19.329863237661574], [-99.21543058737761, 19.3296776095166], [-99.21580944853211, 19.329540107974182], [-99.21614459591076, 19.329347603975368], [-99.21689503419448, 19.32902447399962], [-99.21749975607653, 19.32870821688196], [-99.21781304596526, 19.32854321384544], [-99.21862177035595, 19.328123828480717], [-99.2193867805532, 19.327766320005136], [-99.21974378541869, 19.32759443970699], [-99.2199696450585, 19.32746381141572], [-99.22003521759532, 19.327374433727943], [-99.22010079002978, 19.327243805206933], [-99.22007164627964, 19.327003172244734], [-99.21983850099663, 19.32583438125368], [-99.21983850040628, 19.325786254849803], [-99.21988221584621, 19.325634998858256], [-99.22010807590827, 19.325559370577317], [-99.22233753231609, 19.325229357361735], [-99.22425369982582, 19.324913093030254], [-99.2258055772083, 19.324665582082055], [-99.22697859241224, 19.324500574179666], [-99.22705144996172, 19.324473073328384], [-99.22786746035891, 19.323888670104605], [-99.22931733590178, 19.32281611231364], [-99.23032277757727, 19.32198418729087], [-99.23052678034252, 19.32186042929048], [-99.23120436073296, 19.3213722735074], [-99.23194751280461, 19.32071910361254], [-99.23244294743984, 19.32038220452032], [-99.23341195979226, 19.31957776972126], [-99.23376896478787, 19.31928899699797], [-99.2343518292912, 19.318862713723107], [-99.23450483137465, 19.318711451191536], [-99.23468697651339, 19.318553312508293], [-99.23494198013749, 19.318402050308432], [-99.2353281276097, 19.318202658516043], [-99.23686543330697, 19.31755635199116], [-99.23691089187652, 19.31753383795365], [-99.23789273131374, 19.317047555756872], [-99.23892003052421, 19.316552509461765], [-99.23984532845125, 19.31613309376165], [-99.24059576623584, 19.315864941959443], [-99.24103291499056, 19.315720552413794], [-99.24120048889566, 19.315631168833907], [-99.24128063277895, 19.315569287413076], [-99.24171049534365, 19.31520487533757], [-99.24239536083553, 19.31459981157089], [-99.24264307836944, 19.314331657025225], [-99.24302922626677, 19.313891608864292], [-99.24369223465831, 19.312997756682048], [-99.24505468028951, 19.311141278185254], [-99.24607469373849, 19.309772971923078], [-99.24628598188679, 19.30949793352724], [-99.24642441269457, 19.30904412038251], [-99.24662112964792, 19.308535297747298], [-99.2468469891035, 19.308322141909066], [-99.24722585116318, 19.30805397721871], [-99.24734242392101, 19.307854572644533], [-99.24774314375863, 19.30714634124065], [-99.24783057329692, 19.30702944775228], [-99.24787428827703, 19.30672002563779], [-99.24790343133073, 19.30662376031108], [-99.24809286213306, 19.306486238722457], [-99.24858829701103, 19.306053044933186], [-99.2488287285682, 19.305908647115213], [-99.24894530231747, 19.305839885880694], [-99.25046074991245, 19.305523584317424], [-99.25161190752908, 19.305207282902785], [-99.25352807476064, 19.30472595292308], [-99.25489780641709, 19.30438902122552], [-99.25575024574754, 19.30416210748726], [-99.25626025281228, 19.304031460039678], [-99.25667554399993, 19.304031459484474], [-99.25711269234552, 19.304072716887738], [-99.25738955331278, 19.304182735605593], [-99.25775384349635, 19.304444029893865], [-99.25787770240983, 19.304540296664797], [-99.25811813384749, 19.304870352024164], [-99.25843870935947, 19.305324177088725], [-99.25861356866595, 19.305468576154684], [-99.25893414422309, 19.305667982766693], [-99.2593057206666, 19.3057986291678], [-99.25961172468631, 19.305826133956327], [-99.2600197292713, 19.30584676196751], [-99.26045687768604, 19.30581238164732], [-99.26082116798241, 19.305757372810476], [-99.26109802883346, 19.305709240105685], [-99.26122917358846, 19.305750496674246], [-99.26133846019876, 19.305812381380726], [-99.26146960478339, 19.305963656194916], [-99.26153517752473, 19.306087425831198], [-99.26156432104709, 19.30619056666566], [-99.26156432037209, 19.30627995651627], [-99.26136031789225, 19.306623760537885], [-99.26114902913785, 19.30692630677813], [-99.26095959849302, 19.307215101076945], [-99.26065359507547, 19.307799564557783], [-99.26007801550061, 19.308844717267302], [-99.25969915387302, 19.30957356897614], [-99.2595534373331, 19.3098004753511], [-99.25938586451308, 19.310123644644374], [-99.25921829032978, 19.31066684150308], [-99.25926200528929, 19.31110002250878], [-99.25939315030016, 19.311443816841344], [-99.25953158023935, 19.31162258942212], [-99.25970772936951, 19.311805510561594], [-99.25980766696705, 19.31196255507785], [-99.25985763611344, 19.312144583839153], [-99.25983978988523, 19.312283782860007], [-99.25974699101265, 19.312458672974255]]}"
Av. San Bernabe,Av. Queretaro,Dalias,Arteria principal,50,19.32646568,-99.23220728,"{""type"": ""LineString"", ""coordinates"": [[-99.20889771607081, 19.33604740485027], [-99.20926764287425, 19.335923608648578], [-99.21087595979184, 19.335666238028107], [-99.21224914389903, 19.33543549170659], [-99.21304859981134, 19.335302368646076], [-99.21381043446644, 19.335089371118887], [-99.21441237758, 19.33498287251893], [-99.21508956360168, 19.33485862427927], [-99.21635928788827, 19.334601252131826], [-99.21637809938348, 19.334610127033237], [-99.21663204364233, 19.334512502696796], [-99.21792998444612, 19.33381138239814], [-99.21906803329173, 19.333261134044808], [-99.21977343535029, 19.332915009367767], [-99.22027192062743, 19.332613259440375], [-99.22060110759402, 19.33247125858966], [-99.22086445805131, 19.33234700846245], [-99.22113721381018, 19.332267133279327], [-99.22155104998946, 19.332063006805498], [-99.22191785928686, 19.33185888061044], [-99.22235050617034, 19.331610378853078], [-99.22246337029196, 19.3315216276787], [-99.22249158673225, 19.33138850174027], [-99.22252920783929, 19.331308625684574], [-99.22258563974832, 19.3312287501548], [-99.22266088344679, 19.3312198749248], [-99.22365785215824, 19.33164587888413], [-99.22380833770502, 19.331663628756633], [-99.22398703913962, 19.331681379089268], [-99.22413752514463, 19.33165475371158], [-99.22448552427412, 19.331548252917862], [-99.22506865687716, 19.33126424974633], [-99.22594335583993, 19.33090924626166], [-99.22702497211448, 19.33048323977266], [-99.22864269546257, 19.329817603674485], [-99.22947036708295, 19.329480346393918], [-99.22979015005296, 19.329329468038097], [-99.23023220165736, 19.329160839155172], [-99.23061782189285, 19.328921208506568], [-99.23121035977253, 19.328530698174696], [-99.23183111409756, 19.32809581032599], [-99.23217911254329, 19.327811801342428], [-99.23311964926405, 19.327048525232854], [-99.2354051531818, 19.325282326080877], [-99.23680655251366, 19.32418177062559], [-99.23791638582456, 19.323294220177516], [-99.23864059840707, 19.322664056099892], [-99.23901681348147, 19.322300158009945], [-99.23948708130898, 19.32187412981315], [-99.23974181996691, 19.321620384558344], [-99.23982567500497, 19.321536856362457], [-99.23991972824946, 19.321448100188203], [-99.24023010533388, 19.321084198521373], [-99.24038059170816, 19.321022069409956], [-99.24112361481559, 19.320516156290022], [-99.24135874969937, 19.320338642698566], [-99.24148101881134, 19.3202587609802], [-99.24158447816173, 19.32024101027987], [-99.24195128727648, 19.32013450204714], [-99.24249679887672, 19.320081247435574], [-99.242835392121, 19.320019117391585], [-99.24336209196652, 19.31990373296544], [-99.24394522481843, 19.319868230045557], [-99.24432143972471, 19.319877106377714], [-99.24454716786082, 19.31983272716041], [-99.24493278800625, 19.319593082667318], [-99.24520554341508, 19.319468822901683], [-99.24524316513406, 19.31938006573937], [-99.24534662465608, 19.319238053557534], [-99.24576986546406, 19.318909650113305], [-99.24634359334927, 19.318421482560737], [-99.24692672581287, 19.317986568179165], [-99.24756629057343, 19.31756052863453], [-99.24795191087547, 19.31738301199396], [-99.2482810987087, 19.317294252639247], [-99.24880779887404, 19.31715223951483], [-99.24928747221412, 19.317036853399678], [-99.24983298315554, 19.316868211215443], [-99.2504913594504, 19.31670844527078], [-99.250792330437, 19.316664066206982], [-99.2510556813048, 19.3166285624453], [-99.25148832798807, 19.316539804049352], [-99.25173286686984, 19.31654867943808], [-99.2519868121865, 19.316601934561913], [-99.25230659503617, 19.31660193453589], [-99.25255113415615, 19.31653092808084], [-99.25299318627566, 19.316380037897147], [-99.25308724013522, 19.31642441708608], [-99.25330356337555, 19.316495423930142], [-99.25351048176275, 19.316566431835124], [-99.25379264245403, 19.316566431772184], [-99.25421588403835, 19.316557555321722], [-99.25460150398219, 19.316619686791025], [-99.2550529613663, 19.316771383606373]]}"
