cve_entidad,desc_entidad,cve_municipio,desc_municipio,id_indicador,indicador,año,valor,unidad_medida
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,2017,148209,No especificada
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,2018,157039,No especificada
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,2019,165511,No especificada
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,2020,167074,No especificada
09,Ciudad de México,004,Cuajimalpa de Morelos,6207048973,Vehículos de motor registrados en circulación,2021,169121,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,1980,227654,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,1981,243102,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,1982,239947,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,1983,216576,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,1984,219224,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,1985,223980,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,1986,185791,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,1987,192203,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,1988,207661,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,1989,212122,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,1990,241827,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,1991,236581,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,1992,289275,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,1993,329522,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,1994,243335,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,1995,255702,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,1996,248803,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,1997,252345,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,1998,302305,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,1999,309166,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,2000,301018,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,2001,289963,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,2002,280585,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,2003,273375,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,2004,309079,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,2005,204519,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,2006,253937,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,2007,303027,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,2008,315676,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,2009,337430,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,2010,350050,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,2011,375696,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,2012,398323,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,2013,413704,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,2014,499202,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,2015,515535,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,2016,533437,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,2017,555547,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,2018,588619,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,2019,617181,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,2020,624262,No especificada
09,Ciudad de México,005,Gustavo A. Madero,6207048973,Vehículos de motor registrados en circulación,2021,631806,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,1980,92353,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,1981,98620,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,1982,97315,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,1983,87774,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,1984,88907,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,1985,90829,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,1986,75336,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,1987,79244,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,1988,86935,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,1989,88726,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,1990,102841,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,1991,101470,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,1992,135261,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,1993,152899,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,1994,102436,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,1995,109451,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,1996,106018,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,1997,107449,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,1998,127054,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,1999,130820,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,2000,127075,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,2001,121796,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,2002,117458,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,2003,114347,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,2004,128862,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,2005,128384,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,2006,144906,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,2007,161097,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,2008,162042,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,2009,171017,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,2010,169921,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,2011,178851,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,2012,187526,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,2013,193779,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,2014,213468,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,2015,223148,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,2016,231698,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,2017,240701,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,2018,253685,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,2019,266136,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,2020,269763,No especificada
09,Ciudad de México,006,Iztacalco,6207048973,Vehículos de motor registrados en circulación,2021,273161,No especificada
09,Ciudad de México,007,Iztapalapa,6207048973,Vehículos de motor registrados en circulación,1980,161830,No especificada
09,Ciudad de México,007,Iztapalapa,6207048973,Vehículos de motor registrados en circulación,1981,172816,No especificada
09,Ciudad de México,007,Iztapalapa,6207048973,Vehículos de motor registrados en circulación,1982,170027,No especificada
09,Ciudad de México,007,Iztapalapa,6207048973,Vehículos de motor registrados en circulación,1983,153431,No especificada
09,Ciudad de México,007,Iztapalapa,6207048973,Vehículos de motor registrados en circulación,1984,155265,No especificada
09,Ciudad de México,007,Iztapalapa,6207048973,Vehículos de motor registrados en circulación,1985,158528,No especificada
09,Ciudad de México,007,Iztapalapa,6207048973,Vehículos de motor registrados en circulación,1986,131361,No especificada
